Dates,Category,Descript,PdDistrict,DayOfWeek
2018/5/13,Violence against civilians,Abduction/forced disappearance,Xinjiang,星期日
2018/5/14,Protests,Peaceful protest,Zhejiang,星期一
2018/5/14,Protests,Peaceful protest,Shaanxi,星期一
2018/5/14,Protests,Peaceful protest,Guangdong,星期一
2018/5/14,Protests,Peaceful protest,Yunnan,星期一
2018/5/14,Protests,Peaceful protest,Shaanxi,星期一
2018/5/14,Protests,Peaceful protest,Shanghai,星期一
2018/5/14,Protests,Peaceful protest,Shaanxi,星期一
2018/5/14,Protests,Peaceful protest,Shanxi,星期一
2018/5/14,Protests,Peaceful protest,Shaanxi,星期一
2018/5/14,Protests,Peaceful protest,Sichuan,星期一
2018/5/15,Protests,Peaceful protest,Shaanxi,星期二
2018/5/15,Protests,Protest with intervention,Beijing,星期二
2018/5/15,Strategic developments,Change to group/activity,Henan,星期二
2018/5/15,Violence against civilians,Abduction/forced disappearance,Shandong,星期二
2018/5/15,Protests,Peaceful protest,Yunnan,星期二
2018/5/15,Protests,Peaceful protest,Guangdong,星期二
2018/5/15,Protests,Peaceful protest,Inner Mongolia,星期二
2018/5/15,Protests,Peaceful protest,Henan,星期二
2018/5/15,Violence against civilians,Attack,Chongqing,星期二
2018/5/15,Strategic developments,Change to group/activity,Henan,星期二
2018/5/15,Protests,Peaceful protest,Shaanxi,星期二
2018/5/16,Protests,Peaceful protest,Shandong,星期三
2018/5/16,Violence against civilians,Sexual violence,Jiangxi,星期三
2018/5/16,Strategic developments,Looting/property destruction,Jiangxi,星期三
2018/5/16,Violence against civilians,Attack,Beijing,星期三
2018/5/16,Violence against civilians,Abduction/forced disappearance,Beijing,星期三
2018/5/16,Protests,Peaceful protest,Jiangsu,星期三
2018/5/16,Violence against civilians,Abduction/forced disappearance,Guangdong,星期三
2018/5/16,Protests,Peaceful protest,Hunan,星期三
2018/5/16,Strategic developments,Change to group/activity,Hubei,星期三
2018/5/16,Protests,Peaceful protest,Chongqing,星期三
2018/5/16,Protests,Peaceful protest,Hunan,星期三
2018/5/16,Protests,Peaceful protest,Shanxi,星期三
2018/5/16,Strategic developments,Looting/property destruction,Shandong,星期三
2018/5/16,Violence against civilians,Abduction/forced disappearance,Xinjiang,星期三
2018/5/16,Protests,Peaceful protest,Shandong,星期三
2018/5/16,Protests,Peaceful protest,Shanxi,星期三
2018/5/16,Protests,Peaceful protest,Guangdong,星期三
2018/5/16,Violence against civilians,Abduction/forced disappearance,Xinjiang,星期三
2018/5/16,Violence against civilians,Abduction/forced disappearance,Xinjiang,星期三
2018/5/16,Strategic developments,Looting/property destruction,Jiangxi,星期三
2018/5/16,Strategic developments,Looting/property destruction,Jilin,星期三
2018/5/17,Protests,Protest with intervention,Guangdong,星期四
2018/5/17,Protests,Peaceful protest,Liaoning,星期四
2018/5/17,Protests,Peaceful protest,Anhui,星期四
2018/5/17,Strategic developments,Looting/property destruction,Henan,星期四
2018/5/17,Strategic developments,Looting/property destruction,Jiangxi,星期四
2018/5/17,Protests,Protest with intervention,Shaanxi,星期四
2018/5/18,Protests,Peaceful protest,Hebei,星期五
2018/5/18,Protests,Peaceful protest,Yunnan,星期五
2018/5/18,Strategic developments,Arrests,Shanxi,星期五
2018/5/18,Protests,Peaceful protest,Shaanxi,星期五
2018/5/18,Protests,Peaceful protest,Henan,星期五
2018/5/18,Violence against civilians,Abduction/forced disappearance,Shanghai,星期五
2018/5/19,Riots,Mob violence,Shanxi,星期六
2018/5/19,Violence against civilians,Attack,Jiangxi,星期六
2018/5/19,Protests,Peaceful protest,Guangdong,星期六
2018/5/19,Protests,Peaceful protest,Shandong,星期六
2018/5/19,Protests,Peaceful protest,Jiangsu,星期六
2018/5/20,Protests,Peaceful protest,Guangdong,星期日
2018/5/20,Protests,Peaceful protest,Shaanxi,星期日
2018/5/20,Protests,Peaceful protest,Zhejiang,星期日
2018/5/20,Strategic developments,Looting/property destruction,Jiangxi,星期日
2018/5/20,Protests,Peaceful protest,Shanghai,星期日
2018/5/21,Protests,Peaceful protest,Hunan,星期一
2018/5/21,Protests,Protest with intervention,Hubei,星期一
2018/5/21,Protests,Peaceful protest,Hubei,星期一
2018/5/21,Riots,Violent demonstration,Henan,星期一
2018/5/21,Protests,Peaceful protest,Beijing,星期一
2018/5/21,Protests,Peaceful protest,Beijing,星期一
2018/5/21,Protests,Peaceful protest,Hunan,星期一
2018/5/21,Protests,Peaceful protest,Anhui,星期一
2018/5/21,Protests,Peaceful protest,Liaoning,星期一
2018/5/21,Protests,Peaceful protest,Inner Mongolia,星期一
2018/5/21,Protests,Peaceful protest,Guangdong,星期一
2018/5/22,Protests,Excessive force against protesters,Jiangsu,星期二
2018/5/22,Protests,Peaceful protest,Anhui,星期二
2018/5/22,Protests,Peaceful protest,Guangxi,星期二
2018/5/22,Protests,Peaceful protest,Guangxi,星期二
2018/5/23,Protests,Peaceful protest,Jilin,星期三
2018/5/23,Protests,Peaceful protest,Chongqing,星期三
2018/5/23,Protests,Peaceful protest,Hunan,星期三
2018/5/23,Protests,Peaceful protest,Guangdong,星期三
2018/5/23,Protests,Peaceful protest,Tianjin,星期三
2018/5/23,Protests,Peaceful protest,Shandong,星期三
2018/5/23,Protests,Protest with intervention,Shaanxi,星期三
2018/5/23,Protests,Excessive force against protesters,Guangdong,星期三
2018/5/23,Protests,Peaceful protest,Shanxi,星期三
2018/5/23,Protests,Excessive force against protesters,Guangxi,星期三
2018/5/23,Protests,Peaceful protest,Hunan,星期三
2018/5/23,Riots,Violent demonstration,Guangxi,星期三
2018/5/23,Violence against civilians,Attack,Guangdong,星期三
2018/5/23,Violence against civilians,Abduction/forced disappearance,Beijing,星期三
2018/5/24,Protests,Peaceful protest,Sichuan,星期四
2018/5/24,Protests,Peaceful protest,Fujian,星期四
2018/5/24,Protests,Peaceful protest,Inner Mongolia,星期四
2018/5/24,Protests,Peaceful protest,Shaanxi,星期四
2018/5/24,Violence against civilians,Abduction/forced disappearance,Beijing,星期四
2018/5/25,Violence against civilians,Attack,Guizhou,星期五
2018/5/25,Protests,Peaceful protest,Sichuan,星期五
2018/5/25,Protests,Peaceful protest,Hunan,星期五
2018/5/25,Violence against civilians,Attack,Gansu,星期五
2018/5/25,Strategic developments,Looting/property destruction,Henan,星期五
2018/5/25,Protests,Peaceful protest,Shandong,星期五
2018/5/25,Protests,Peaceful protest,Guangdong,星期五
2018/5/25,Protests,Peaceful protest,Hubei,星期五
2018/5/25,Protests,Peaceful protest,Hubei,星期五
2018/5/25,Protests,Peaceful protest,Hainan,星期五
2018/5/25,Strategic developments,Change to group/activity,Hubei,星期五
2018/5/26,Protests,Peaceful protest,Shanghai,星期六
2018/5/26,Protests,Peaceful protest,Hubei,星期六
2018/5/26,Protests,Peaceful protest,Jilin,星期六
2018/5/26,Protests,Peaceful protest,Jiangsu,星期六
2018/5/27,Protests,Peaceful protest,Fujian,星期日
2018/5/27,Protests,Peaceful protest,Yunnan,星期日
2018/5/27,Protests,Peaceful protest,Guangdong,星期日
2018/5/27,Protests,Peaceful protest,Jiangsu,星期日
2018/5/27,Violence against civilians,Attack,Gansu,星期日
2018/5/27,Protests,Protest with intervention,Anhui,星期日
2018/5/27,Strategic developments,Looting/property destruction,Gansu,星期日
2018/5/27,Protests,Peaceful protest,Fujian,星期日
2018/5/28,Protests,Peaceful protest,Shaanxi,星期一
2018/5/28,Protests,Peaceful protest,Guizhou,星期一
2018/5/28,Violence against civilians,Abduction/forced disappearance,Beijing,星期一
2018/5/28,Protests,Protest with intervention,Guangxi,星期一
2018/5/28,Riots,Violent demonstration,Jiangsu,星期一
2018/5/28,Protests,Peaceful protest,Hunan,星期一
2018/5/28,Protests,Peaceful protest,Shaanxi,星期一
2018/5/28,Strategic developments,Looting/property destruction,Zhejiang,星期一
2018/5/28,Protests,Peaceful protest,Guizhou,星期一
2018/5/28,Protests,Peaceful protest,Fujian,星期一
2018/5/28,Protests,Protest with intervention,Chongqing,星期一
2018/5/28,Violence against civilians,Attack,Sichuan,星期一
2018/5/29,Violence against civilians,Attack,Jiangsu,星期二
2018/5/29,Violence against civilians,Abduction/forced disappearance,Beijing,星期二
2018/5/29,Violence against civilians,Abduction/forced disappearance,Beijing,星期二
2018/5/29,Protests,Excessive force against protesters,Jiangsu,星期二
2018/5/29,Protests,Protest with intervention,Henan,星期二
2018/5/29,Violence against civilians,Attack,Hunan,星期二
2018/5/30,Protests,Peaceful protest,Anhui,星期三
2018/5/30,Protests,Peaceful protest,Shanghai,星期三
2018/5/30,Protests,Peaceful protest,Jiangsu,星期三
2018/5/30,Protests,Protest with intervention,Shanghai,星期三
2018/5/31,Protests,Peaceful protest,Jiangsu,星期四
2018/5/31,Protests,Peaceful protest,Henan,星期四
2018/6/1,Protests,Protest with intervention,Shaanxi,星期五
2018/6/1,Protests,Peaceful protest,Shanxi,星期五
2018/6/1,Protests,Peaceful protest,Xinjiang,星期五
2018/6/1,Violence against civilians,Abduction/forced disappearance,Xinjiang,星期五
2018/6/1,Violence against civilians,Abduction/forced disappearance,Beijing,星期五
2018/6/1,Violence against civilians,Attack,Jiangsu,星期五
2018/6/1,Strategic developments,Looting/property destruction,Guangdong,星期五
2018/6/1,Protests,Peaceful protest,Henan,星期五
2018/6/1,Violence against civilians,Attack,Shandong,星期五
2018/6/1,Protests,Peaceful protest,Shaanxi,星期五
2018/6/1,Violence against civilians,Abduction/forced disappearance,Chongqing,星期五
2018/6/2,Violence against civilians,Attack,Yunnan,星期六
2018/6/2,Strategic developments,Looting/property destruction,Jiangsu,星期六
2018/6/3,Protests,Peaceful protest,Hunan,星期日
2018/6/3,Protests,Peaceful protest,Guangdong,星期日
2018/6/3,Protests,Peaceful protest,Henan,星期日
2018/6/3,Violence against civilians,Attack,Beijing,星期日
2018/6/3,Violence against civilians,Abduction/forced disappearance,Hunan,星期日
2018/6/3,Violence against civilians,Abduction/forced disappearance,Beijing,星期日
2018/6/3,Violence against civilians,Abduction/forced disappearance,Guangdong,星期日
2018/6/3,Protests,Peaceful protest,Beijing,星期日
2018/6/4,Protests,Peaceful protest,Sichuan,星期一
2018/6/4,Violence against civilians,Attack,Sichuan,星期一
2018/6/4,Protests,Peaceful protest,Shaanxi,星期一
2018/6/4,Protests,Peaceful protest,Macao,星期一
2018/6/4,Protests,Peaceful protest,Henan,星期一
2018/6/4,Violence against civilians,Attack,Chongqing,星期一
2018/6/5,Protests,Peaceful protest,Inner Mongolia,星期二
2018/6/5,Violence against civilians,Abduction/forced disappearance,Beijing,星期二
2018/6/5,Strategic developments,Looting/property destruction,Henan,星期二
2018/6/5,Protests,Peaceful protest,Jiangsu,星期二
2018/6/5,Protests,Peaceful protest,Jiangsu,星期二
2018/6/5,Strategic developments,Looting/property destruction,Henan,星期二
2018/6/5,Violence against civilians,Abduction/forced disappearance,Beijing,星期二
2018/6/5,Violence against civilians,Attack,Shandong,星期二
2018/6/6,Protests,Peaceful protest,Jilin,星期三
2018/6/6,Protests,Peaceful protest,Hunan,星期三
2018/6/6,Protests,Peaceful protest,Anhui,星期三
2018/6/6,Protests,Peaceful protest,Henan,星期三
2018/6/6,Protests,Peaceful protest,Shaanxi,星期三
2018/6/6,Protests,Peaceful protest,Hubei,星期三
2018/6/6,Protests,Peaceful protest,Chongqing,星期三
2018/6/7,Protests,Peaceful protest,Liaoning,星期四
2018/6/7,Protests,Peaceful protest,Henan,星期四
2018/6/7,Protests,Peaceful protest,Shaanxi,星期四
2018/6/7,Violence against civilians,Attack,Jiangsu,星期四
2018/6/7,Violence against civilians,Abduction/forced disappearance,Shandong,星期四
2018/6/7,Violence against civilians,Abduction/forced disappearance,Shandong,星期四
2018/6/8,Protests,Peaceful protest,Hunan,星期五
2018/6/8,Violence against civilians,Abduction/forced disappearance,Shandong,星期五
2018/6/8,Violence against civilians,Abduction/forced disappearance,Shanghai,星期五
2018/6/8,Protests,Peaceful protest,Guangdong,星期五
2018/6/8,Protests,Peaceful protest,Zhejiang,星期五
2018/6/8,Protests,Peaceful protest,Guangdong,星期五
2018/6/8,Violence against civilians,Abduction/forced disappearance,Xinjiang,星期五
2018/6/9,Violence against civilians,Attack,Shanghai,星期六
2018/6/9,Protests,Peaceful protest,Shanxi,星期六
2018/6/9,Violence against civilians,Sexual violence,Beijing,星期六
2018/6/9,Protests,Excessive force against protesters,Shaanxi,星期六
2018/6/9,Violence against civilians,Attack,Shanghai,星期六
2018/6/9,Protests,Peaceful protest,Shanxi,星期六
2018/6/9,Violence against civilians,Attack,Xinjiang,星期六
2018/6/10,Protests,Peaceful protest,Guangxi,星期日
2018/6/10,Protests,Peaceful protest,Sichuan,星期日
2018/6/10,Protests,Peaceful protest,Chongqing,星期日
2018/6/10,Protests,Peaceful protest,Jiangsu,星期日
2018/6/10,Protests,Peaceful protest,Shandong,星期日
2018/6/10,Protests,Peaceful protest,Zhejiang,星期日
2018/6/10,Protests,Peaceful protest,Shanghai,星期日
2018/6/10,Protests,Peaceful protest,Guizhou,星期日
2018/6/10,Protests,Peaceful protest,Hubei,星期日
2018/6/10,Protests,Peaceful protest,Jiangxi,星期日
2018/6/10,Protests,Peaceful protest,Jiangxi,星期日
2018/6/10,Protests,Peaceful protest,Henan,星期日
2018/6/10,Protests,Peaceful protest,Anhui,星期日
2018/6/10,Riots,Violent demonstration,Heilongjiang,星期日
2018/6/11,Violence against civilians,Attack,Heilongjiang,星期一
2018/6/11,Strategic developments,Looting/property destruction,Henan,星期一
2018/6/11,Protests,Peaceful protest,Henan,星期一
2018/6/11,Protests,Protest with intervention,Henan,星期一
2018/6/11,Riots,Violent demonstration,Hunan,星期一
2018/6/11,Protests,Peaceful protest,Heilongjiang,星期一
2018/6/11,Protests,Peaceful protest,Heilongjiang,星期一
2018/6/12,Protests,Peaceful protest,Guizhou,星期二
2018/6/12,Protests,Protest with intervention,Shaanxi,星期二
2018/6/12,Protests,Peaceful protest,Anhui,星期二
2018/6/12,Protests,Peaceful protest,Jiangsu,星期二
2018/6/12,Protests,Peaceful protest,Anhui,星期二
2018/6/12,Violence against civilians,Attack,Sichuan,星期二
2018/6/12,Protests,Peaceful protest,Guangxi,星期二
2018/6/12,Protests,Peaceful protest,Shanghai,星期二
2018/6/12,Protests,Peaceful protest,Gansu,星期二
2018/6/13,Protests,Peaceful protest,Shaanxi,星期三
2018/6/13,Protests,Protest with intervention,Hunan,星期三
2018/6/13,Strategic developments,Looting/property destruction,Henan,星期三
2018/6/13,Protests,Peaceful protest,Guangdong,星期三
2018/6/13,Protests,Peaceful protest,Sichuan,星期三
2018/6/13,Protests,Peaceful protest,Sichuan,星期三
2018/6/13,Riots,Violent demonstration,Fujian,星期三
2018/6/13,Riots,Mob violence,Hunan,星期三
2018/6/13,Protests,Peaceful protest,Shanghai,星期三
2018/6/13,Protests,Peaceful protest,Jiangsu,星期三
2018/6/14,Protests,Peaceful protest,Henan,星期四
2018/6/14,Protests,Peaceful protest,Hebei,星期四
2018/6/14,Protests,Peaceful protest,Liaoning,星期四
2018/6/14,Protests,Peaceful protest,Zhejiang,星期四
2018/6/14,Protests,Peaceful protest,Shandong,星期四
2018/6/14,Protests,Peaceful protest,Shaanxi,星期四
2018/6/14,Protests,Peaceful protest,Heilongjiang,星期四
2018/6/14,Protests,Peaceful protest,Jilin,星期四
2018/6/14,Protests,Peaceful protest,Shaanxi,星期四
2018/6/15,Strategic developments,Change to group/activity,Jiangxi,星期五
2018/6/15,Protests,Peaceful protest,Jiangxi,星期五
